,tagline
5655,"The only thing harder than getting in, is staying in."
5656,I can't get it out of my head. I'm gonna die today.
5657,Here comes the bribe...
5658,Meet your ancestors
5659,The man. The legend. The truth.
5660,You'll know when you're in it.
5661,"For every way in, there is another way out."
5662,Revenge is coming.
5663,A Stunning Visual Portrayal of Earth
5664,...SHE'LL LIE...KILL OR KISS HER WAY OUT OF ANYTHING!
5665,A new comedy
5666,You can't always run from your past.
5667,America's Most Wanted.
5668,You Won't Believe Your Ice!
5669,Prepare yourself for the truth
5670,"A tale of life, love, and letting go."
5671,It AIN'T all good in da hood.
5672,It was almost like falling in love.
5673,"The movie focuses on one of the events in Zendegi Edame Darad (1992), and explores the relationship between the movie director, and the actors."
5674,Borat was so 2006
5675,The world's most unlikely hero is back for his biggest adventure.
5676,"Killers for hire are paid for what they can do, not for what they believe... until today."
5677,Dark Secrets Revealed
5678,High speed Excitement...As a Wanted Man...Meets a Wanting Woman
5679,Hair-trigger Action! Hair-Trigger Action! (reissue poster)
5680,Can you keep a secret?
5681,The battle of the sexes is on.
5682,The aliens vs. the Pearsons
5683,You are not welcome here.
5684,Based on Two True Stories
5685,The race is on
5686,"When all else fails, they don't."
5687,A soul searching comedy.
5688,Right woman. Right place. Wrong time.
5689,Welcome to the promised land.
5690,A story about two strangers. One a little stranger than the other...
5691,"When it comes to family and relationships, there are no small surprises."
5692,Popularity is nice. Popular girls are not.
5693,The world needs bigger heroes
5694,The Man. The Myth. The Celebrity.
5695,A Pre-Life Crisis.
5696,The original boogeyman is back.
5697,A Generation Began In His Backyard.
5698,Family Is Forever
5699,When our world ended their mission began.
5700,Three guys. One pub. Too much time on their hands.
5701,Meet the Westboro Baptist Church
5702,Don't fear the end of the world. Fear what happens next.
5703,No goats. No glory.
5704,She's evil... and not just high school evil.
5705,Based on a tattle-tale.
5706,Sticking it to the man has never looked so good.
5707,Rest In Pieces
5708,"In the near future, you don't live to play... you'll play to live."
5709,Prepare to get served.
5710,You'll never look at dinner the same way again.
5711,Lusting after sinful pleasures.
5712,Their world is mankind's only hope for survival.
5713,What Happens When You Sleep?
5714,"The wild, untold story of OZploitation!"
5715,In a World as different as Night and Day !
5716,Lance Clayton is about to get everything he deserves.
5717,"Mafia wants him DEAD !, Police wants him ALIVE !!"
5718,Shallow Water. Deep Secret.
5719,...seriously!
5720,Truth is stranger than family
5721,dreams
5722,Love. Undying.
5723,Be Your Own Hero
5724,In a world where everyone can only tell the truth... This guy can lie.
5725,How do you save humanity when the only thing that's real is you?
5726,This place is so dead
5727,See Your Last Breath
5728,An education isn't always by the book.
5729,It may be paradise... but it's no vacation.
5730,You'll never have anything better.
5731,Never Trust A Corpse
5732,There's one in all of us.
5733,Girls like Tracy never tell their parents about guys like Rourke.
5734,Every moment... Love Begins.
5735,The System Must Pay.
5736,Sometimes perfect strangers make the best friends.
5737,The story of a man ready to make a connection.
5738,A group of fishermen on a precariously balanced platform fight over a trunk.
5739,The Game Has Come Full Circle
5740,Like You've Never Seen Him Before
5741,Meet Darren. He's sixteen going on immortal.
5742,He's super bad. He's outta sight. He's...
5743,Have a blast.
5744,"Oinus, Ainous, Anous, Odious."
5745,Dig the life fantastic!
5746,Season's Greedings
5747,They have a plan!
5748,Charming and cute and clever
5749,True Glamour Never Fades
5750,We Were Warned.
5751,All you have to do is push the button.
5752,There are four kinds of alien encounters. The fourth kind is abduction.
5753,Life is hard. Life is short. Life is painful. Life is rich. Life is....Precious.
5754,The only criminal he can't catch is himself.
5755,The Next Chapter Begins.
5756,The Scars of War Will Last Forever
5757,"Fear not the weapon, but the hand that wields it."
5758,There are two sides to every family.
5759,Crossing the border just got easier. Plug into the new American dream.
5760,Based on the extraordinary true story
5761,The Doctor is Out
5762,Life is Not Child-Proof.
5763,Something strange is coming to their planet...Us!
5764,The story of a life and everything that came after...
5765,His people needed a leader. He gave them a champion.
5766,Every Love Story Begins With a Kiss...
5767,Frank's travelling light but carrying excess baggage.
5768,Who will be the last man standing?
5769,We're not in Manhattan anymore.
5770,Enter the World of Pandora.
5771,First comes marriage. Then comes divorce. And then...
5772,Nothing escapes him.
5773,"The harder the life, the sweeter the song."
5774,The Boys are back in town... and they have competition.
5775,"To win back the love of his life, Eric's going to need a little training."
5776,"The rules are simple. You break them, you die..."
5777,Shut up or die.
5778,"Every ""Revolution"" Needs A Leader"
5779,"In 2019, The Most Precious Natural Resource... Is Us."
5780,"A true story of faith, devotion and undying love."
5781,Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.
5782,Some will kill to have it. He will kill to protect it.
5783,There's A Storm Coming
5784,Escaping the prison of life.
5785,"Where evil grows, she preys."
5786,The Mystery Isn't Who. But Why.
5787,Dragon hunting isn't a fairy tale
5788,A Silent Warrior. A Lethal Mission.
5789,You might even say it glows!
5790,As a boy all John Lennon needed was love.
5791,Don't BE A STUPID BE AN I.D.I.O.T.
5792,"When the last angel falls, the fight for mankind begins."
5793,The real epic animation as written by Dante Alighieri
5794,Did you ever wish for the impossible?
5795,Some secrets take us to the edge.
5796,A Passage to Hell
5797,The Conman who wouldn't go straight.
5798,Autism gave her a vision. She gave it a voice.
5799,Talk on the phone. Finish your homework. Watch TV. Die.
5800,"Live, love and give as good as you get."
5801,A Love Story. More or Less.
5802,When the moon is full the legend comes to life
5803,Someone is missing.
5804,Fight Fire with Fire
5805,Worlds Collide
5806,Rock out with your Glock out
5807,Read between the lies.
5808,"Spying is easy, Babysitting is hard"
5809,"Alexandria, Egypt. 391 A.D. The World Changed Forever."
5810,"He's only 5 1/2 inches high, but he's terrific!"
5811,Life's not always brown or white.
5812,Sometimes it takes a lie to expose the truth
5813,Fear Thy Neighbor
5814,Love brought them together. Will fate tear them apart?
5815,You can't handle the tooth.
5816,Think inside the box
5817,Can you ever really trust anyone?
5818,I am Muslim and i am not a terrorist
5819,You're invited to a very important date.
5820,Chief Warrant Officer Roy Miller is done following orders
5821,Two agents. One city. No merci.
5822,Forever Young. Forever Cursed.
5823,He's got a lot on his mind.
5824,This is War. This is Brooklyn.
5825,"When she's this hot, You get one shot."
5826,Every man has a breaking point.
5827,Live in the moments.
5828,The future sucks.
5829,To have and to hold... 'Til dads do us part.
5830,"It's a Job. It Isn't Personal. Well, Maybe a Little..."
5831,"Drugs, Murder, and Brotherly Love."
5832,"High Hopes, High Anxiety, High Heels."
5833,"Fighting, killing, maiming. Agent Orange and the torture cages were the easy part!..."
5834,"For a price, any organ in your body can be replaced. But it can also be repossessed."
5835,There's a little bit of Duddy Kravitz in everyone.
5836,Some cases should  never be opened.
5837,Explore the depths of our planet's oceans.  Experience the stories that connect their world to ours.
5838,"Bring a bib, it's gonna get messy."
5839,Kick some past
5840,She'll stop at nothing.
5841,One adventure will change two worlds
5842,Non Stop Madness
5843,Titans will clash.
5844,An unexpected hero will rise.
5845,Shut up. Kick ass.
5846,"To face the future, they must face the past."
5847,One ordinary couple. One little white lie.
5848,Positively the most horrifying film ever made
5849,It's 1975 and they're about to explode.
5850,This is one sad family.
5851,"It's not a diary, it's a movie."
5852,Ten great directors. One unforgettable film. The most sensual experience you'll ever have in a movie theater.
5853,The cat is the most feared animal there is!
5854,Anyone Else Would Be Dead By Now.
5855,"A story about family, first love, second chances and the moment in life that lead you back home."
5856,John met the woman of his dreams. Then he met her son ...
5857,Their flesh is his fantasy
5858,It's your own army - in the army's own show!
5859,The world's first Street Art disaster movie
5860,"It's not the armor that makes the hero, but the man inside."
5861,Never Sleep Again.
5862,We are 4 Lions.
5863,He had to meet her - to find himself!
5864,The Life and Deaths of Jack Kervorkian
5865,"Rise and rise again, until lambs become lions."
5866,Be young. Be free. Be somebody.
5867,Nobody Baby But You And Me
5868,Perfect wife. Perfect target.
5869,"170,000 sq miles of desert. 90 minutes of oxygen. No way out."
5870,Defy the Future
5871,Boys like Peter are not afraid of wolves...
5872,Life on Earth: the bits David Attenborough left out
5873,Carrie on.
5874,Aaron Green has 72 hours to get a Rock Star from London to L.A. Pray for him.
5875,Right and Wrong no longer exist
5876,"Fall in love, get married, have a baby. Not necessarily in that order."
5877,Science's newest miracle...is a mistake.
5878,What if you had a second chance to find true love?
5879,How far would you go to win the ultimate job?
5880,Revenge gets ugly.
5881,There Is No Plan B
5882,No toy gets left behind.
